[Connect DataFile][2.1]
Date:	7/22/2025
Time:	09:44:06
Unit:	°C
Resolution:	0.050/0.100
Values:	12
SnapshotTrigger:	0	0.0
MeasurementTrigger:	0	0.0
Time	TProc	TInt	TBox	TAvg	T_2C	T_1C	Attenuation	Eps.	Value	Vcc	TAmb	TAct	CompressionIdx	Time absolute	ImageIdx	ImageValue
000:00:07.500	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:13:556		
000:00:07.550	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:13:606		
000:00:07.600	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:13:656		
000:00:07.650	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:13:706		
000:00:07.700	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:13:756		
000:00:07.750	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:13:806		
000:00:07.800	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:13:856		
000:00:07.850	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:13:906		
000:00:07.900	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:13:956		
000:00:07.950	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:14:006		
000:00:08.000	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:14:056		
000:00:08.050	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:14:106		
000:00:08.100	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:14:156		
000:00:08.150	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:14:206		
000:00:08.200	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:14:256		
000:00:08.250	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:14:306		
000:00:08.300	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:14:356		
000:00:08.350	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:14:406		
000:00:08.400	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:14:456		
000:00:08.450	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:14:506		
