Sample Name, Ga23_11_1_36G
Freq, 36, GHz, Power, 15, dBm,
SR850: f = 25 Hz; phase = -83.5 deg; output = 5 V; sens. = 500 uV; tc = 300 ms; 12dB/oct
Time,Field,X,Y,R,theta
2.540546E+1,1.276200E+3,3.129260E-6,1.490130E-7,3.132806E-6,2.726322E+0
2.560547E+1,1.296200E+3,2.920640E-6,2.026570E-6,3.554873E-6,3.475596E+1
2.580647E+1,1.307300E+3,3.665700E-6,2.831240E-6,4.631768E-6,3.768106E+1
2.600647E+1,1.327400E+3,4.172350E-6,2.712030E-6,4.976305E-6,3.302389E+1
2.620547E+1,1.338000E+3,4.649190E-6,2.980250E-6,5.522396E-6,3.266091E+1
2.640646E+1,1.350100E+3,3.755110E-6,1.728540E-6,4.133848E-6,2.471741E+1
2.660545E+1,1.371600E+3,5.245240E-6,2.980250E-7,5.253700E-6,3.251946E+0
2.680646E+1,1.383900E+3,6.198910E-6,-2.384200E-7,6.203493E-6,-2.202602E+0
2.700545E+1,1.404600E+3,3.576290E-6,1.072890E-6,3.733757E-6,1.669929E+1
2.720546E+1,1.417200E+3,2.592820E-6,1.788150E-7,2.598979E-6,3.945183E+0
2.740546E+1,1.426300E+3,1.937170E-6,-1.937170E-6,2.739572E-6,-4.500000E+1
2.760646E+1,1.447300E+3,1.043090E-6,-3.308070E-6,3.468626E-6,-7.249906E+1
2.780547E+1,1.456300E+3,1.370910E-6,-1.817950E-6,2.276914E-6,-5.298018E+1
2.800546E+1,1.477000E+3,1.072890E-6,-1.609330E-6,1.934176E-6,-5.630985E+1
2.820546E+1,1.486400E+3,1.162300E-6,-2.205390E-6,2.492927E-6,-6.220956E+1
2.840646E+1,1.509700E+3,1.311310E-6,-2.950440E-6,3.228720E-6,-6.603746E+1
2.860545E+1,1.518700E+3,1.758340E-6,-3.039850E-6,3.511758E-6,-5.995363E+1
2.880549E+1,1.539700E+3,5.006820E-6,-2.145780E-6,5.447258E-6,-2.319859E+1
2.900547E+1,1.548900E+3,5.543260E-6,-2.682220E-6,6.158087E-6,-2.582097E+1
2.920551E+1,1.560100E+3,5.453850E-6,-1.758340E-6,5.730291E-6,-1.786950E+1
2.940546E+1,1.579600E+3,5.662470E-6,-1.847750E-6,5.956320E-6,-1.807229E+1
2.960646E+1,1.599900E+3,3.755110E-6,-2.384200E-6,4.448063E-6,-3.241234E+1
2.980547E+1,1.610100E+3,3.039850E-6,-3.546490E-6,4.671004E-6,-4.939869E+1
3.000646E+1,1.621100E+3,2.354400E-6,-3.427280E-6,4.158058E-6,-5.551254E+1
3.020646E+1,1.640900E+3,7.450620E-7,-1.996770E-6,2.131246E-6,-6.953777E+1
3.040546E+1,1.651400E+3,2.980250E-7,-1.430520E-6,1.461235E-6,-7.823171E+1
3.060546E+1,1.671700E+3,8.940730E-7,5.960500E-7,1.074543E-6,3.369013E+1
3.080646E+1,1.681700E+3,1.639140E-6,-2.086170E-7,1.652362E-6,-7.253167E+0
3.100646E+1,1.702500E+3,3.457080E-6,2.384200E-7,3.465292E-6,3.945198E+0
3.120642E+1,1.711800E+3,4.977020E-6,4.172340E-7,4.994478E-6,4.792020E+0
3.140542E+1,1.734900E+3,6.258520E-6,1.430520E-6,6.419927E-6,1.287501E+1
3.160542E+1,1.744900E+3,6.228710E-6,1.013290E-6,6.310593E-6,9.239965E+0
3.180547E+1,1.765100E+3,4.559780E-6,-6.854570E-7,4.611013E-6,-8.549075E+0
3.200547E+1,1.774500E+3,4.112750E-6,-2.771630E-6,4.959501E-6,-3.397649E+1
3.220547E+1,1.784300E+3,4.321370E-6,-4.798200E-6,6.457318E-6,-4.799307E+1
3.240546E+1,1.807600E+3,5.900890E-6,-4.261760E-6,7.278949E-6,-3.583769E+1
3.260547E+1,1.816600E+3,6.645950E-6,-3.755110E-6,7.633446E-6,-2.946742E+1
3.280546E+1,1.840600E+3,7.659260E-6,-2.712030E-6,8.125230E-6,-1.949830E+1
3.300546E+1,1.849800E+3,6.914170E-6,-2.950440E-6,7.517369E-6,-2.310909E+1
3.320546E+1,1.870600E+3,6.675750E-6,-3.129260E-6,7.372781E-6,-2.511485E+1
3.340545E+1,1.880400E+3,6.258520E-6,-3.367680E-6,7.107063E-6,-2.828449E+1
3.360547E+1,1.893500E+3,5.304840E-6,-3.933940E-6,6.604333E-6,-3.655973E+1
3.380546E+1,1.912900E+3,3.546490E-6,-1.549730E-6,3.870304E-6,-2.360416E+1
3.400647E+1,1.925700E+3,2.920640E-6,-1.460320E-6,3.265375E-6,-2.656505E+1
3.420554E+1,1.936700E+3,2.443800E-6,-2.503410E-6,3.498460E-6,-4.569034E+1
3.440543E+1,1.958000E+3,3.963740E-6,-9.238760E-7,4.069985E-6,-1.312036E+1
3.460544E+1,1.969300E+3,4.023340E-6,-1.072890E-6,4.163935E-6,-1.493141E+1
3.480546E+1,1.988600E+3,4.678990E-6,-1.132500E-6,4.814094E-6,-1.360617E+1
3.500646E+1,1.999800E+3,4.947210E-6,-5.960500E-7,4.982987E-6,-6.869999E+0
3.520547E+1,2.019100E+3,4.977020E-6,-1.907360E-6,5.329986E-6,-2.096850E+1
3.540643E+1,2.030000E+3,4.023340E-6,-1.966970E-6,4.478419E-6,-2.605354E+1
3.560643E+1,2.049900E+3,3.188860E-6,2.384200E-7,3.197760E-6,4.275851E+0
3.580546E+1,2.060200E+3,3.039850E-6,2.980250E-7,3.054424E-6,5.599349E+0
3.600546E+1,2.072100E+3,3.904130E-6,2.086170E-7,3.909700E-6,3.058688E+0
3.620547E+1,2.093100E+3,5.155830E-6,7.748640E-7,5.213732E-6,8.546953E+0
3.640546E+1,2.102000E+3,5.155830E-6,1.490130E-7,5.157983E-6,1.655493E+0
3.660546E+1,2.125600E+3,6.228710E-6,-5.066430E-7,6.249281E-6,-4.650199E+0
3.680546E+1,2.135000E+3,7.808270E-6,-2.086170E-7,7.811056E-6,-1.530433E+0
3.700547E+1,2.144800E+3,8.732140E-6,5.066430E-7,8.746825E-6,3.320606E+0
3.720546E+1,2.168200E+3,8.165890E-6,-1.430520E-6,8.290244E-6,-9.936384E+0
3.740547E+1,2.177400E+3,7.510210E-6,-1.281510E-6,7.618761E-6,-9.683442E+0
3.760648E+1,2.201400E+3,8.881150E-6,4.470370E-7,8.892394E-6,2.881579E+0
3.780546E+1,2.210600E+3,9.924230E-6,1.400720E-6,1.002259E-5,8.033742E+0
3.800645E+1,2.221700E+3,1.052030E-5,1.668940E-6,1.065186E-5,9.014282E+0
3.820646E+1,2.243000E+3,1.132490E-5,2.980250E-8,1.132494E-5,1.507787E-1
3.840547E+1,2.253800E+3,1.212960E-5,-1.311310E-6,1.220028E-5,-6.170184E+0
3.860546E+1,2.275800E+3,1.385810E-5,-1.907360E-6,1.398874E-5,-7.836670E+0
3.880645E+1,2.285900E+3,1.540790E-5,-1.490130E-7,1.540862E-5,-5.541021E-1
3.900546E+1,2.296900E+3,1.639140E-5,1.013290E-6,1.642269E-5,3.537432E+0
3.920546E+1,2.318300E+3,1.627220E-5,2.980250E-7,1.627493E-5,1.049254E+0
3.940645E+1,2.329500E+3,1.513960E-5,6.556550E-7,1.515379E-5,2.479775E+0
3.960546E+1,2.341900E+3,1.439460E-5,7.450620E-7,1.441387E-5,2.962976E+0
3.980545E+1,2.362600E+3,1.567610E-5,-3.278270E-7,1.567953E-5,-1.198025E+0
4.000546E+1,2.371900E+3,1.627220E-5,2.980250E-7,1.627493E-5,1.049254E+0
4.020546E+1,2.393000E+3,1.811990E-5,1.788150E-6,1.820792E-5,5.635947E+0
4.040546E+1,2.405000E+3,1.880540E-5,2.205390E-6,1.893428E-5,6.688770E+0
4.060550E+1,2.425500E+3,1.987830E-5,4.202160E-6,2.031760E-5,1.193627E+1
4.080546E+1,2.434900E+3,1.904380E-5,4.082950E-6,1.947657E-5,1.210090E+1
4.100546E+1,2.444700E+3,1.794110E-5,2.771630E-6,1.815393E-5,8.781913E+0
4.120546E+1,2.468000E+3,1.868620E-5,-2.980250E-8,1.868622E-5,-9.138059E-2
4.140546E+1,2.477100E+3,1.993790E-5,-1.460320E-6,1.999131E-5,-4.189059E+0
4.160546E+1,2.497900E+3,2.318630E-5,-2.056370E-6,2.327731E-5,-5.068245E+0
4.180546E+1,2.507400E+3,2.449760E-5,-1.132500E-6,2.452376E-5,-2.646843E+0
4.200546E+1,2.527800E+3,2.974280E-5,-4.768410E-7,2.974662E-5,-9.184958E-1
4.220546E+1,2.539800E+3,3.254440E-5,-1.341110E-6,3.257202E-5,-2.359745E+0
4.240546E+1,2.560900E+3,3.328940E-5,-9.536820E-7,3.330306E-5,-1.640973E+0
4.260547E+1,2.570300E+3,3.349800E-5,4.768410E-7,3.350139E-5,8.155452E-1
4.280545E+1,2.590900E+3,3.516700E-5,-8.940740E-8,3.516711E-5,-1.456666E-1
4.300547E+1,2.600700E+3,3.692530E-5,-1.102690E-6,3.694176E-5,-1.710500E+0
4.320646E+1,2.611800E+3,3.889230E-5,-1.430520E-6,3.891860E-5,-2.106479E+0
4.340546E+1,2.633000E+3,4.044200E-5,-3.576300E-7,4.044358E-5,-5.066554E-1
4.360546E+1,2.644200E+3,4.115720E-5,-1.043090E-6,4.117042E-5,-1.451796E+0
4.380546E+1,2.666000E+3,4.360100E-5,-5.662480E-7,4.360468E-5,-7.440609E-1
4.400544E+1,2.676600E+3,4.449510E-5,5.960500E-7,4.449909E-5,7.674802E-1
4.420642E+1,2.687100E+3,4.652170E-5,8.344690E-7,4.652918E-5,1.027616E+0
4.440642E+1,2.707300E+3,4.914430E-5,7.152590E-7,4.914950E-5,8.338389E-1
4.460647E+1,2.717200E+3,5.096220E-5,-6.854570E-7,5.096681E-5,-7.705991E-1
4.480546E+1,2.737700E+3,5.334640E-5,-9.834840E-7,5.335546E-5,-1.056174E+0
4.500547E+1,2.747100E+3,5.438950E-5,-8.642710E-7,5.439637E-5,-9.103763E-1
4.520546E+1,2.771000E+3,5.650540E-5,-6.556550E-7,5.650920E-5,-6.647963E-1
4.540547E+1,2.780200E+3,5.754850E-5,-3.874320E-7,5.754980E-5,-3.857248E-1
4.560546E+1,2.789500E+3,5.888960E-5,8.940730E-7,5.889639E-5,8.698085E-1
4.580550E+1,2.813400E+3,5.903860E-5,2.920640E-6,5.911080E-5,2.832114E+0
4.600646E+1,2.822700E+3,5.960490E-5,2.831240E-6,5.967210E-5,2.719512E+0
4.620642E+1,2.843400E+3,6.106540E-5,1.996770E-6,6.109804E-5,1.872840E+0
4.640651E+1,2.853200E+3,6.383700E-5,7.152590E-7,6.384101E-5,6.419413E-1
4.660547E+1,2.873400E+3,6.741330E-5,-1.430520E-6,6.742848E-5,-1.215642E+0
4.680647E+1,2.883800E+3,6.848620E-5,-1.788150E-6,6.850954E-5,-1.495632E+0
4.700546E+1,2.896800E+3,6.967830E-5,-1.907360E-6,6.970440E-5,-1.568012E+0
4.720546E+1,2.916100E+3,7.215190E-5,-6.556550E-7,7.215488E-5,-5.206409E-1
4.740547E+1,2.929000E+3,7.319500E-5,-5.662480E-7,7.319719E-5,-4.432403E-1
4.760546E+1,2.948600E+3,7.635400E-5,-1.728540E-6,7.637356E-5,-1.296869E+0
4.780546E+1,2.959700E+3,7.745670E-5,-1.609330E-6,7.747342E-5,-1.190272E+0
4.800546E+1,2.979100E+3,7.644340E-5,-2.473610E-6,7.648341E-5,-1.853371E+0
4.820547E+1,2.990500E+3,7.644340E-5,-1.877550E-6,7.646645E-5,-1.406977E+0
4.840546E+1,3.009900E+3,7.671160E-5,9.238760E-7,7.671716E-5,6.900083E-1
4.860546E+1,3.021100E+3,7.700970E-5,1.341110E-6,7.702138E-5,9.976948E-1
4.880546E+1,3.040600E+3,7.778450E-5,1.639140E-6,7.780177E-5,1.207206E+0
4.900552E+1,3.051400E+3,7.855940E-5,1.639140E-6,7.857650E-5,1.195302E+0
4.920647E+1,3.063300E+3,7.900640E-5,1.043090E-6,7.901329E-5,7.564094E-1
4.940646E+1,3.084200E+3,7.763550E-5,1.072890E-6,7.764291E-5,7.917532E-1
4.960546E+1,3.093100E+3,7.817200E-5,1.847750E-6,7.819383E-5,1.354047E+0
4.980546E+1,3.114100E+3,7.852960E-5,5.066430E-7,7.853123E-5,3.696454E-1
5.000646E+1,3.123000E+3,7.838060E-5,1.251700E-6,7.839059E-5,9.149079E-1
5.020546E+1,3.144300E+3,7.858920E-5,2.980250E-7,7.858977E-5,2.172753E-1
5.040546E+1,3.153300E+3,7.906600E-5,-2.384200E-7,7.906636E-5,-1.727723E-1
5.060646E+1,3.174300E+3,7.814220E-5,-6.556550E-7,7.814495E-5,-4.807311E-1
5.080546E+1,3.183800E+3,7.897660E-5,-8.940730E-7,7.898166E-5,-6.486025E-1
5.100547E+1,3.204400E+3,7.897660E-5,-5.364450E-7,7.897842E-5,-3.891730E-1
5.120647E+1,3.214400E+3,7.793350E-5,-1.102690E-6,7.794130E-5,-8.106305E-1
5.140543E+1,3.234800E+3,7.620500E-5,-2.086180E-6,7.623355E-5,-1.568132E+0
5.160546E+1,3.247100E+3,7.516190E-5,-3.874320E-7,7.516290E-5,-2.953361E-1
5.180546E+1,3.268100E+3,7.659240E-5,-1.132500E-6,7.660077E-5,-8.471173E-1
5.200647E+1,3.277700E+3,7.763550E-5,-1.519930E-6,7.765038E-5,-1.121580E+0
5.220546E+1,3.289100E+3,7.766530E-5,-1.072890E-6,7.767271E-5,-7.914495E-1
5.240546E+1,3.310400E+3,7.644340E-5,-5.960500E-7,7.644572E-5,-4.467417E-1
5.260646E+1,3.321600E+3,7.653280E-5,-9.834840E-7,7.653912E-5,-7.362383E-1
5.280546E+1,3.343300E+3,7.566860E-5,-1.162300E-6,7.567753E-5,-8.800169E-1
5.300654E+1,3.353600E+3,7.540030E-5,-2.384200E-7,7.540068E-5,-1.811719E-1
5.320546E+1,3.364200E+3,7.423810E-5,-9.536820E-7,7.424423E-5,-7.359961E-1
5.340546E+1,3.385800E+3,7.423810E-5,-2.175580E-6,7.426997E-5,-1.678597E+0
5.360546E+1,3.397000E+3,7.537050E-5,-1.728540E-6,7.539032E-5,-1.313786E+0
5.380546E+1,3.409200E+3,7.394000E-5,-5.662480E-7,7.394217E-5,-4.387745E-1
5.400646E+1,3.430500E+3,7.405920E-5,2.652420E-6,7.410668E-5,2.051164E+0
5.420546E+1,3.439600E+3,7.501290E-5,2.592820E-6,7.505770E-5,1.979640E+0
5.440547E+1,3.463100E+3,7.379100E-5,1.192100E-6,7.380063E-5,9.255378E-1
5.460544E+1,3.472800E+3,7.388040E-5,7.450620E-7,7.388416E-5,5.777914E-1
5.480543E+1,3.482500E+3,7.367180E-5,8.940730E-7,7.367722E-5,6.953013E-1
5.500548E+1,3.506000E+3,7.435730E-5,1.460320E-6,7.437164E-5,1.125100E+0
5.520647E+1,3.515000E+3,7.417840E-5,1.370910E-6,7.419107E-5,1.058777E+0
