Sample Name, Ga23_10_5_36G
Freq, 36, GHz, Power, 15, dBm,
SR850: f = 25 Hz; phase = -83.5 deg; output = 5 V; sens. = 500 uV; tc = 300 ms; 12dB/oct
Time,Field,X,Y,R,theta
7.394968E+0,-9.960000E+1,1.084810E-5,5.960510E-8,1.084826E-5,3.148096E-1
7.598525E+0,-7.610000E+1,1.558670E-5,-1.430520E-6,1.565221E-5,-5.243816E+0
7.790595E+0,-6.670000E+1,1.841800E-5,-1.013290E-6,1.844585E-5,-3.149027E+0
7.994651E+0,-5.670000E+1,1.993790E-5,-1.013290E-6,1.996363E-5,-2.909400E+0
8.199630E+0,-3.010000E+1,1.665960E-5,-2.682230E-7,1.666176E-5,-9.223942E-1
8.391108E+0,-2.120000E+1,1.427540E-5,-3.576300E-7,1.427988E-5,-1.435084E+0
8.391108E+0,-2.120000E+1,1.427540E-5,-3.576300E-7,1.210508E-5,-1.692981E+0
8.797398E+0,1.200000E+1,4.887610E-6,1.847750E-6,5.225219E-6,2.070899E+1
8.990752E+0,2.250000E+1,8.046660E-7,8.940730E-7,1.202852E-6,4.801278E+1
9.194777E+0,4.530000E+1,-7.808270E-6,-2.086170E-7,7.811056E-6,-1.784696E+2
9.397892E+0,5.480000E+1,-1.114610E-5,-5.364450E-7,1.115900E-5,-1.772446E+2
9.592203E+0,6.600000E+1,-1.391770E-5,-2.980250E-7,1.392089E-5,-1.787733E+2
9.795313E+0,8.710000E+1,-1.543770E-5,1.490130E-7,1.543842E-5,1.794470E+2
9.997226E+0,9.810000E+1,-1.552710E-5,-5.960500E-7,1.553854E-5,-1.778016E+2
1.019904E+1,1.079000E+2,-1.537810E-5,-2.145780E-6,1.552708E-5,-1.720565E+2
1.039968E+1,1.328000E+2,-1.364950E-5,-3.725300E-6,1.414874E-5,-1.647343E+2
1.060072E+1,1.438000E+2,-1.290450E-5,-3.755110E-6,1.343975E-5,-1.637754E+2
1.079293E+1,1.558000E+2,-1.311310E-5,-2.980250E-6,1.344750E-5,-1.671957E+2
1.099548E+1,1.781000E+2,-1.391770E-5,3.874320E-7,1.392309E-5,1.784055E+2
1.119340E+1,1.912000E+2,-1.251700E-5,2.980250E-8,1.251704E-5,1.798636E+2
1.139689E+1,2.039000E+2,-1.177200E-5,-1.490120E-6,1.186594E-5,-1.727858E+2
1.159729E+1,2.160000E+2,-1.034150E-5,-2.354400E-6,1.060612E-5,-1.671744E+2
1.179882E+1,2.283000E+2,-8.672530E-6,-2.682220E-6,9.077835E-6,-1.628143E+2
1.199900E+1,2.543000E+2,-8.225500E-6,-2.294790E-6,8.539608E-6,-1.644117E+2
1.220058E+1,2.672000E+2,-6.377730E-6,-2.264990E-6,6.767985E-6,-1.604480E+2
1.239451E+1,2.763000E+2,-6.377730E-6,-1.430520E-6,6.536194E-6,-1.673578E+2
1.259805E+1,2.999000E+2,-4.112750E-6,4.768410E-7,4.140301E-6,1.733865E+2
1.279212E+1,3.088000E+2,-2.205390E-6,1.668940E-6,2.765702E-6,1.428832E+2
1.299663E+1,3.300000E+2,-6.556550E-7,1.877550E-6,1.988738E-6,1.092496E+2
1.319978E+1,3.391000E+2,-9.834840E-7,7.450620E-7,1.233839E-6,1.428534E+2
1.339382E+1,3.520000E+2,-2.145780E-6,-5.960510E-8,2.146608E-6,-1.784089E+2
1.359525E+1,3.757000E+2,-3.695500E-6,1.311310E-6,3.921257E-6,1.604633E+2
1.379667E+1,3.850000E+2,-4.023340E-6,3.248470E-6,5.171056E-6,1.410824E+2
1.400019E+1,3.982000E+2,-3.546490E-6,4.410770E-6,5.659725E-6,1.288011E+2
1.419797E+1,4.184000E+2,-1.966970E-6,2.741830E-6,3.374404E-6,1.256554E+2
1.439230E+1,4.310000E+2,-6.854570E-7,1.907360E-6,2.026789E-6,1.097672E+2
1.459547E+1,4.424000E+2,-2.086170E-7,1.609330E-6,1.622795E-6,9.738605E+1
1.479898E+1,4.646000E+2,3.874320E-7,2.592820E-6,2.621606E-6,8.150146E+1
1.499302E+1,4.777000E+2,1.490130E-7,3.099460E-6,3.103040E-6,8.724751E+1
1.519687E+1,4.907000E+2,1.102690E-6,3.248470E-6,3.430522E-6,7.125027E+1
1.540015E+1,5.034000E+2,1.192100E-6,9.238760E-7,1.508194E-6,3.777564E+1
1.560362E+1,5.262000E+2,2.622620E-6,-2.652420E-6,3.730076E-6,-4.532368E+1
1.579525E+1,5.367000E+2,2.890840E-6,-3.188860E-6,4.304159E-6,-4.780633E+1
1.599781E+1,5.588000E+2,3.486890E-6,-3.278270E-7,3.502267E-6,-5.370990E+0
1.619078E+1,5.700000E+2,2.682220E-6,-6.556550E-7,2.761193E-6,-1.373629E+1
1.640143E+1,5.789000E+2,1.966970E-6,-6.556550E-7,2.073368E-6,-1.843491E+1
1.659829E+1,6.027000E+2,-3.576300E-7,-8.940730E-7,9.629464E-7,-1.118015E+2
1.680572E+1,6.124000E+2,-2.175580E-6,-6.556550E-7,2.272231E-6,-1.632288E+2
1.699569E+1,6.276000E+2,-2.712030E-6,-8.940740E-8,2.713503E-6,-1.781118E+2
1.720289E+1,6.401000E+2,-3.010050E-6,1.281510E-6,3.271493E-6,1.569384E+2
1.739395E+1,6.551000E+2,-3.218670E-6,2.503410E-6,4.077609E-6,1.421250E+2
1.760151E+1,6.692000E+2,-3.159060E-6,3.606100E-6,4.794123E-6,1.312194E+2
1.779168E+1,6.823000E+2,-2.086180E-6,4.410770E-6,4.879246E-6,1.153129E+2
1.799891E+1,6.974000E+2,-2.950440E-6,4.112750E-6,5.061601E-6,1.256552E+2
1.820521E+1,7.100000E+2,-2.652420E-6,3.755110E-6,4.597410E-6,1.252355E+2
1.839539E+1,7.255000E+2,-9.834840E-7,2.622620E-6,2.800960E-6,1.105561E+2
1.860689E+1,7.514000E+2,5.364450E-7,1.847750E-6,1.924046E-6,7.381075E+1
1.879037E+1,7.667000E+2,-2.682230E-7,3.248470E-6,3.259525E-6,9.472015E+1
1.899596E+1,7.802000E+2,-3.576300E-7,2.503410E-6,2.528826E-6,9.813010E+1
1.920305E+1,7.939000E+2,-6.854570E-7,2.414000E-6,2.509432E-6,1.058519E+2
1.939405E+1,8.096000E+2,5.960510E-8,3.039850E-6,3.040434E-6,8.887670E+1
1.960108E+1,8.221000E+2,5.960510E-8,2.145780E-6,2.146608E-6,8.840886E+1
1.979217E+1,8.351000E+2,-4.172340E-7,8.344690E-7,9.329645E-7,1.165650E+2
1.999928E+1,8.504000E+2,-2.980250E-8,0.000000E+0,2.980250E-8,1.800000E+2
2.019021E+1,8.648000E+2,1.788150E-7,1.132500E-6,1.146530E-6,8.102741E+1
2.039641E+1,8.931000E+2,-2.294790E-6,3.039850E-6,3.808773E-6,1.270492E+2
2.060259E+1,9.056000E+2,-4.440580E-6,2.741830E-6,5.218849E-6,1.483068E+2
2.079377E+1,9.212000E+2,-5.692270E-6,2.741830E-6,6.318194E-6,1.542810E+2
2.099990E+1,9.337000E+2,-5.245240E-6,2.682220E-6,5.891252E-6,1.529165E+2
2.119112E+1,9.480000E+2,-3.427280E-6,2.264990E-6,4.108093E-6,1.465404E+2
2.139823E+1,9.636000E+2,-7.748640E-7,2.980250E-7,8.302006E-7,1.589625E+2
2.160228E+1,9.772000E+2,-2.443800E-6,-8.642710E-7,2.592127E-6,-1.605234E+2
2.179251E+1,9.935000E+2,-3.129260E-6,-8.046660E-7,3.231061E-6,-1.655792E+2
2.199855E+1,1.006200E+3,-4.023340E-6,-1.996770E-6,4.491587E-6,-1.536050E+2
2.220521E+1,1.034400E+3,-4.410770E-6,-1.370910E-6,4.618905E-6,-1.627343E+2
2.239533E+1,1.047600E+3,-4.351170E-6,-5.066430E-7,4.380567E-6,-1.733585E+2
2.260362E+1,1.061100E+3,-2.890840E-6,8.940730E-7,3.025942E-6,1.628143E+2
2.279484E+1,1.077600E+3,-2.861040E-6,5.960500E-7,2.922469E-6,1.682317E+2
2.300087E+1,1.090700E+3,-3.665700E-6,2.980250E-8,3.665821E-6,1.795342E+2
2.319241E+1,1.106100E+3,-3.844530E-6,-1.370910E-6,4.081642E-6,-1.603744E+2
2.339186E+1,1.118600E+3,-2.920640E-6,-8.046660E-7,3.029460E-6,-1.645966E+2
2.359840E+1,1.144100E+3,-2.712030E-6,-2.682230E-7,2.725262E-6,-1.743518E+2
2.379287E+1,1.155600E+3,-2.205390E-6,-5.662480E-7,2.276924E-6,-1.656000E+2
2.399328E+1,1.168000E+3,-1.966970E-6,-8.344690E-7,2.136658E-6,-1.570114E+2
2.419332E+1,1.190300E+3,-1.192100E-6,9.536820E-7,1.526634E-6,1.413401E+2
2.439508E+1,1.201600E+3,-2.682230E-7,1.281510E-6,1.309279E-6,1.018215E+2
2.459745E+1,1.214000E+3,-4.172340E-7,1.668940E-6,1.720304E-6,1.040362E+2
2.479837E+1,1.238000E+3,1.639140E-6,8.046660E-7,1.825998E-6,2.614676E+1
2.499925E+1,1.248000E+3,1.639140E-6,-8.940740E-8,1.641577E-6,-3.122122E+0
2.519394E+1,1.260300E+3,1.281510E-6,-5.960510E-8,1.282895E-6,-2.663000E+0
2.540048E+1,1.282200E+3,-7.748640E-7,6.258520E-7,9.960446E-7,1.410724E+2
2.559504E+1,1.291600E+3,-8.344690E-7,4.470370E-7,9.466682E-7,1.518214E+2
2.579029E+1,1.316300E+3,5.364450E-7,1.430520E-6,1.527796E-6,6.944396E+1
2.599376E+1,1.325700E+3,3.278270E-7,1.043090E-6,1.093393E-6,7.255288E+1
2.599376E+1,1.325700E+3,3.278270E-7,1.043090E-6,3.816582E-7,5.134019E+1
2.639594E+1,1.359800E+3,-5.662480E-7,-2.175580E-6,2.248063E-6,-1.045889E+2
2.659529E+1,1.369400E+3,-1.013290E-6,-1.817950E-6,2.081273E-6,-1.191344E+2
2.679657E+1,1.393100E+3,-8.940740E-8,8.940730E-7,8.985323E-7,9.571060E+1
2.699389E+1,1.402900E+3,-5.364450E-7,1.311310E-6,1.416795E-6,1.122490E+2
2.720131E+1,1.414000E+3,-1.072890E-6,2.056370E-6,2.319429E-6,1.175528E+2
2.739627E+1,1.426100E+3,-2.324600E-6,2.622620E-6,3.504554E-6,1.315527E+2
2.759668E+1,1.447800E+3,-1.043090E-6,-1.192100E-7,1.049880E-6,-1.734802E+2
2.779782E+1,1.461600E+3,-4.768410E-7,-2.384200E-7,5.331242E-7,-1.534350E+2
2.799279E+1,1.473700E+3,-6.258520E-7,-1.966970E-6,2.064137E-6,-1.076501E+2
2.819597E+1,1.495300E+3,-7.152590E-7,-1.907360E-6,2.037061E-6,-1.105560E+2
2.839787E+1,1.506200E+3,1.072890E-6,-7.152590E-7,1.289453E-6,-3.369003E+1
2.859405E+1,1.515100E+3,1.877550E-6,-4.172340E-7,1.923351E-6,-1.252883E+1
2.879902E+1,1.538500E+3,2.592820E-6,2.682230E-7,2.606657E-6,5.906146E+0
2.899194E+1,1.550900E+3,2.950440E-6,7.450620E-7,3.043060E-6,1.417236E+1
2.919645E+1,1.560400E+3,2.622620E-6,1.192100E-6,2.880840E-6,2.444396E+1
2.939038E+1,1.584100E+3,1.192100E-7,-1.460320E-6,1.465178E-6,-8.533314E+1
2.959956E+1,1.596000E+3,1.192100E-7,-1.370910E-6,1.376083E-6,-8.503024E+1
2.979546E+1,1.608600E+3,1.788150E-7,-9.536820E-7,9.703011E-7,-7.938037E+1
2.999900E+1,1.632300E+3,1.221900E-6,1.370910E-6,1.836419E-6,4.828920E+1
3.020040E+1,1.641300E+3,-1.192100E-7,1.013290E-6,1.020278E-6,9.670981E+1
3.039679E+1,1.654100E+3,-6.556550E-7,1.877550E-6,1.988738E-6,1.092496E+2
3.060107E+1,1.667200E+3,-8.940730E-7,2.473610E-6,2.630231E-6,1.098721E+2
3.079519E+1,1.689500E+3,-2.145780E-6,1.758340E-6,2.774190E-6,1.406674E+2
3.099954E+1,1.699600E+3,-2.056370E-6,1.251700E-6,2.407366E-6,1.486714E+2
3.120295E+1,1.710700E+3,-4.768410E-7,3.874320E-7,6.143947E-7,1.409062E+2
3.140250E+1,1.734900E+3,1.370910E-6,4.470370E-7,1.441956E-6,1.806051E+1
3.160028E+1,1.746100E+3,1.639140E-6,9.238760E-7,1.881576E-6,2.940711E+1
3.180052E+1,1.765300E+3,9.238760E-7,2.205390E-6,2.391086E-6,6.727035E+1
3.199626E+1,1.778200E+3,8.940730E-7,1.460320E-6,1.712279E-6,5.852318E+1
3.219817E+1,1.788600E+3,6.258520E-7,1.788150E-6,1.894511E-6,7.070997E+1
3.239019E+1,1.810500E+3,-1.311310E-6,1.579530E-6,2.052912E-6,1.296991E+2
3.259279E+1,1.821700E+3,-2.205390E-6,3.576300E-7,2.234199E-6,1.707890E+2
3.279566E+1,1.833800E+3,-2.503410E-6,-8.940740E-8,2.505006E-6,-1.779546E+2
3.299980E+1,1.854100E+3,-1.192100E-6,-1.221900E-6,1.707086E-6,-1.342927E+2
3.319382E+1,1.863900E+3,6.258520E-7,-1.668940E-6,1.782429E-6,-6.944397E+1
3.339991E+1,1.886300E+3,-4.768410E-7,-3.576300E-7,5.960508E-7,-1.431302E+2
3.359959E+1,1.896800E+3,-6.854570E-7,1.251700E-6,1.427096E-6,1.187060E+2
3.379275E+1,1.908800E+3,-5.960500E-7,2.563010E-6,2.631406E-6,1.030919E+2
3.399807E+1,1.933000E+3,-2.831240E-6,2.592820E-6,3.839093E-6,1.375169E+2
3.419584E+1,1.942200E+3,-4.887610E-6,2.145780E-6,5.337893E-6,1.562974E+2
3.440240E+1,1.954400E+3,-6.526740E-6,1.758340E-6,6.759445E-6,1.649222E+2
3.459427E+1,1.978500E+3,-6.526740E-6,1.490120E-6,6.694684E-6,1.671392E+2
3.479240E+1,1.990600E+3,-5.483660E-6,3.874320E-7,5.497329E-6,1.759587E+2
3.499496E+1,2.002600E+3,-5.006820E-6,-1.490120E-6,5.223859E-6,-1.634260E+2
3.519516E+1,2.015400E+3,-3.844530E-6,-1.192100E-6,4.025110E-6,-1.627725E+2
3.539871E+1,2.029400E+3,-4.023340E-6,-3.576300E-7,4.039203E-6,-1.749204E+2
3.559705E+1,2.050700E+3,-2.264990E-6,-1.192100E-7,2.268125E-6,-1.769872E+2
3.579327E+1,2.061800E+3,-1.847750E-6,2.384200E-7,1.863068E-6,1.726476E+2
3.599626E+1,2.083700E+3,-4.768410E-7,2.682230E-7,5.471023E-7,1.506423E+2
3.619930E+1,2.094100E+3,3.278270E-7,3.576300E-7,4.851492E-7,4.748960E+1
3.640225E+1,2.107000E+3,-4.172340E-7,5.662480E-7,7.033641E-7,1.263843E+2
3.659659E+1,2.128700E+3,-1.728540E-6,1.221900E-6,2.116811E-6,1.447436E+2
3.679950E+1,2.139500E+3,-1.877550E-6,1.341110E-6,2.307330E-6,1.444623E+2
3.699086E+1,2.149800E+3,-1.639140E-6,9.834840E-7,1.911549E-6,1.490362E+2
3.720173E+1,2.169900E+3,4.768410E-7,-2.682230E-7,5.471023E-7,-2.935775E+1
3.740435E+1,2.182600E+3,2.086170E-7,-5.960500E-7,6.315035E-7,-7.071000E+1
3.759571E+1,2.202000E+3,-1.579530E-6,6.556550E-7,1.710204E-6,1.574569E+2
3.779566E+1,2.215600E+3,-1.817950E-6,1.311310E-6,2.241534E-6,1.441966E+2
3.799588E+1,2.224600E+3,-2.145780E-6,1.788150E-6,2.793180E-6,1.401944E+2
3.819138E+1,2.237000E+3,-3.337870E-6,1.490120E-6,3.655384E-6,1.559427E+2
3.839663E+1,2.260700E+3,-4.261760E-6,2.145780E-6,4.771475E-6,1.532749E+2
3.859947E+1,2.272800E+3,-3.546490E-6,3.397480E-6,4.911259E-6,1.362293E+2
3.879191E+1,2.282500E+3,-2.801430E-6,4.023340E-6,4.902578E-6,1.248493E+2
3.899645E+1,2.306000E+3,2.384200E-7,4.231960E-6,4.238671E-6,8.677548E+1
3.899645E+1,2.306000E+3,2.384200E-7,4.231960E-6,3.001631E-6,8.315723E+1
3.939364E+1,2.336000E+3,-9.238760E-7,2.443800E-6,2.612605E-6,1.107090E+2
3.959722E+1,2.348100E+3,-1.162300E-6,2.175580E-6,2.466595E-6,1.181133E+2
3.979101E+1,2.359100E+3,-1.519930E-6,1.251700E-6,1.968995E-6,1.405277E+2
3.999473E+1,2.380600E+3,-1.639140E-6,3.874320E-7,1.684305E-6,1.667015E+2
4.019812E+1,2.391300E+3,-1.162300E-6,1.132500E-6,1.622805E-6,1.357440E+2
4.039150E+1,2.413500E+3,8.940730E-7,1.937170E-6,2.133540E-6,6.522499E+1
4.059467E+1,2.423400E+3,8.642710E-7,2.563010E-6,2.704808E-6,7.136541E+1
4.079516E+1,2.434500E+3,6.854570E-7,3.129260E-6,3.203454E-6,7.764464E+1
4.099536E+1,2.455800E+3,-3.874320E-7,2.175580E-6,2.209808E-6,1.000975E+2
4.119672E+1,2.468700E+3,-1.013290E-6,2.443800E-6,2.645546E-6,1.125207E+2
4.140203E+1,2.479800E+3,-1.579530E-6,2.414000E-6,2.884842E-6,1.231976E+2
4.159514E+1,2.501300E+3,-3.099460E-6,2.473610E-6,3.965526E-6,1.414074E+2
4.179488E+1,2.512700E+3,-3.427280E-6,2.205390E-6,4.075536E-6,1.472395E+2
4.199595E+1,2.522100E+3,-4.053140E-6,2.563010E-6,4.795515E-6,1.476927E+2
4.219336E+1,2.548100E+3,-3.904130E-6,5.960510E-8,3.904585E-6,1.791253E+2
4.239793E+1,2.558500E+3,-3.486890E-6,-5.960500E-7,3.537468E-6,-1.702996E+2
4.259077E+1,2.578600E+3,-1.579530E-6,-5.960500E-7,1.688251E-6,-1.593255E+2
4.279153E+1,2.588500E+3,-2.175580E-6,-6.258520E-7,2.263811E-6,-1.639510E+2
4.299495E+1,2.600400E+3,-2.324600E-6,-5.662480E-7,2.392572E-6,-1.663100E+2
4.319980E+1,2.621300E+3,-3.337870E-6,1.132500E-6,3.524760E-6,1.612585E+2
4.339476E+1,2.633200E+3,-4.291560E-6,1.758340E-6,4.637806E-6,1.577201E+2
4.360020E+1,2.654000E+3,-4.112750E-6,2.861040E-6,5.010016E-6,1.451755E+2
4.379333E+1,2.662900E+3,-1.251700E-6,1.341110E-6,1.834483E-6,1.330250E+2
4.399101E+1,2.675000E+3,1.072890E-6,-2.384200E-7,1.099062E-6,-1.252881E+1
4.419605E+1,2.698900E+3,7.450620E-7,-1.192100E-6,1.405781E-6,-5.799464E+1
4.439125E+1,2.710700E+3,8.046660E-7,-1.877550E-6,2.042714E-6,-6.680137E+1
4.459647E+1,2.720800E+3,3.278270E-7,-7.748640E-7,8.413589E-7,-6.706791E+1
4.479227E+1,2.740700E+3,-8.046660E-7,8.046660E-7,1.137970E-6,1.350000E+2
4.499873E+1,2.753300E+3,-1.162300E-6,1.251700E-6,1.708126E-6,1.328791E+2
4.519243E+1,2.764600E+3,-1.907360E-6,7.450620E-7,2.047716E-6,1.586632E+2
4.539079E+1,2.777000E+3,-2.175580E-6,-3.576300E-7,2.204778E-6,-1.706650E+2
4.559874E+1,2.801600E+3,-2.592820E-6,-1.966970E-6,3.254487E-6,-1.428153E+2
4.579404E+1,2.814500E+3,-8.940730E-7,-5.066430E-7,1.027645E-6,-1.504611E+2
4.599863E+1,2.825100E+3,-4.470370E-7,2.086180E-6,2.133539E-6,1.020947E+2
4.619972E+1,2.837000E+3,-5.960510E-8,2.980250E-6,2.980846E-6,9.114577E+1
4.639589E+1,2.862600E+3,-1.043090E-6,3.486890E-6,3.639566E-6,1.066544E+2
4.659459E+1,2.875600E+3,-9.238760E-7,1.996770E-6,2.200145E-6,1.148293E+2
4.679920E+1,2.885200E+3,-1.847750E-6,9.536820E-7,2.079348E-6,1.527003E+2
4.699474E+1,2.907800E+3,-3.397480E-6,-2.384200E-7,3.405835E-6,-1.759858E+2
4.720011E+1,2.920700E+3,-2.354400E-6,5.066430E-7,2.408295E-6,1.678557E+2
4.739635E+1,2.929900E+3,-8.642710E-7,2.503410E-6,2.648401E-6,1.090466E+2
4.760187E+1,2.953800E+3,8.642710E-7,1.996770E-6,2.175788E-6,6.659537E+1
4.779384E+1,2.962800E+3,9.238760E-7,9.536820E-7,1.327801E-6,4.590949E+1
4.799126E+1,2.975000E+3,3.576300E-7,9.238760E-7,9.906796E-7,6.883871E+1
4.819680E+1,2.986300E+3,1.192100E-7,9.238760E-7,9.315352E-7,8.264761E+1
4.839023E+1,3.011200E+3,1.192100E-7,3.397480E-6,3.399571E-6,8.799044E+1
4.859678E+1,3.020400E+3,-1.251700E-6,3.248470E-6,3.481280E-6,1.110727E+2
4.879274E+1,3.031600E+3,-4.172340E-7,3.725300E-6,3.748592E-6,9.639050E+1
4.899641E+1,3.053200E+3,-3.576300E-7,2.264990E-6,2.293050E-6,9.897263E+1
4.919041E+1,3.066800E+3,-5.066430E-7,3.010050E-6,3.052391E-6,9.955431E+1
4.939989E+1,3.089300E+3,2.086170E-7,1.370910E-6,1.386692E-6,8.134745E+1
4.959862E+1,3.101300E+3,-2.980250E-8,1.609330E-6,1.609606E-6,9.106092E+1
4.979535E+1,3.112000E+3,-6.854570E-7,1.549730E-6,1.694554E-6,1.138602E+2
4.999106E+1,3.125300E+3,-7.748640E-7,2.592820E-6,2.706128E-6,1.066388E+2
5.019397E+1,3.146800E+3,-1.192100E-7,2.205390E-6,2.208610E-6,9.309405E+1
5.039394E+1,3.158000E+3,5.364450E-7,8.940730E-7,1.042660E-6,5.903619E+1
5.059043E+1,3.167200E+3,4.768410E-7,9.536820E-7,1.066249E-6,6.343495E+1
5.079514E+1,3.192100E+3,1.907360E-6,1.370910E-6,2.348918E-6,3.570659E+1
5.099540E+1,3.203200E+3,4.082950E-6,-5.960500E-7,4.126228E-6,-8.305661E+0
5.119793E+1,3.224700E+3,4.172350E-6,-2.801430E-6,5.025586E-6,-3.387849E+1
5.139957E+1,3.235900E+3,3.814730E-6,-2.264990E-6,4.436479E-6,-3.069966E+1
5.159033E+1,3.245400E+3,3.039850E-6,-1.400720E-6,3.347044E-6,-2.473958E+1
5.180353E+1,3.269200E+3,6.258520E-7,8.940740E-8,6.322060E-7,8.130100E+0
5.199736E+1,3.278500E+3,-9.834840E-7,7.152590E-7,1.216074E-6,1.439727E+2
5.219403E+1,3.287700E+3,-1.788150E-6,1.341110E-6,2.235186E-6,1.431302E+2
5.239830E+1,3.311700E+3,5.066430E-7,1.370910E-6,1.461534E-6,6.971736E+1
5.259993E+1,3.323500E+3,2.473610E-6,4.768410E-7,2.519151E-6,1.091114E+1
5.279059E+1,3.333700E+3,3.069650E-6,1.490130E-7,3.073265E-6,2.779183E+0
5.300114E+1,3.356600E+3,2.473610E-6,-6.854570E-7,2.566826E-6,-1.548848E+1
5.319278E+1,3.368500E+3,5.066430E-7,-1.132500E-6,1.240662E-6,-6.589784E+1
5.340356E+1,3.389800E+3,-2.682230E-7,-1.370910E-6,1.396903E-6,-1.010703E+2
5.360377E+1,3.401700E+3,-6.854570E-7,-8.046660E-7,1.057042E-6,-1.304261E+2
5.379415E+1,3.412600E+3,-6.258520E-7,-1.251700E-6,1.399444E-6,-1.165651E+2
5.399625E+1,3.434800E+3,-3.874320E-7,-1.519930E-6,1.568531E-6,-1.043002E+2
5.419863E+1,3.444900E+3,-4.172340E-7,-1.549730E-6,1.604913E-6,-1.050685E+2
5.439078E+1,3.456000E+3,-1.490130E-7,-2.115980E-6,2.121220E-6,-9.402827E+1
5.459073E+1,3.475500E+3,4.768410E-7,-3.665700E-6,3.696584E-6,-8.258848E+1
5.479235E+1,3.488500E+3,6.258520E-7,-4.380970E-6,4.425448E-6,-8.186991E+1
5.499386E+1,3.509900E+3,2.980250E-7,-4.589590E-6,4.599256E-6,-8.628472E+1
5.519046E+1,3.520700E+3,-3.576300E-7,-4.053140E-6,4.068887E-6,-9.504245E+1
